20,28,30,31,32,37,1,34
7,14,15,25,35,37,3,20
1,4,10,17,29,45,5,38
5,7,9,16,20,41,6,11
6,13,16,33,36,41,4,15
11,17,25,30,40,41,32,42
17,26,30,32,42,43,6,12
5,8,11,20,29,33,28,38
1,4,25,27,40,41,26,37
7,12,20,31,38,43,6,25
5,6,25,33,34,44,23,31
10,25,26,27,32,35,12,16
2,11,13,15,26,40,30,32
18,20,23,32,40,42,3,33
9,10,16,25,32,34,40,44
1,17,19,32,34,45,22,38
2,11,19,23,32,34,10,39
4,5,7,15,35,38,1,30
9,19,24,28,29,31,5,15
4,17,21,27,28,30,8,25
10,11,15,30,34,36,16,19
21,22,27,31,32,38,10,16
16,19,20,37,39,43,3,27
1,27,28,33,37,42,17,29
3,6,7,9,23,43,14,25
17,30,36,41,42,45,20,35
2,15,21,31,37,38,6,29
8,30,32,33,37,40,14,34
2,16,19,29,30,31,10,11
16,18,25,35,36,40,2,21
1,4,16,26,27,32,31,40
6,17,18,31,36,43,13,33
10,13,22,36,37,38,28,42
9,12,28,29,32,41,2,21
1,2,14,16,19,45,23,30
7,9,12,15,27,40,4,11
4,5,12,23,31,33,3,9
1,2,15,16,21,28,35,40
7,8,13,18,25,43,4,17
17,26,27,28,30,38,7,23
2,6,26,29,41,43,1,7
17,27,29,39,42,45,8,10
4,10,21,30,41,42,27,34
20,21,26,32,41,43,6,22
4,5,11,12,14,31,6,16
12,14,18,19,30,38,29,42
3,13,14,32,37,38,17,29
3,13,17,21,25,35,4,9
3,10,20,28,40,41,11,17
22,28,31,32,40,43,26,37
2,9,14,22,31,33,12,30
13,16,18,19,23,28,8,37
19,29,30,33,44,45,6,13
7,8,28,33,38,41,4,37
1,4,7,9,12,30,28,41
6,11,12,24,26,36,27,43
9,18,29,32,33,41,27,45
2,9,13,18,26,44,1,7
9,12,22,28,41,42,24,27
9,18,23,24,33,36,4,34
4,5,10,17,22,40,8,38
2,6,12,18,44,45,28,32
11,12,15,20,32,33,14,19
7,19,28,29,43,45,24,27
8,12,18,21,24,30,33,37
7,18,22,37,38,39,23,27
19,25,30,38,42,44,4,20
7,10,11,14,37,39,20,40
8,10,12,21,37,42,33,40
10,20,21,25,38,39,4,43
1,7,21,22,23,27,29,40
4,8,16,32,33,34,26,29
3,24,26,30,32,39,4,8
8,13,15,22,33,34,10,41
4,6,9,27,39,43,16,34
2,5,9,16,23,31,34,38
1,4,22,24,31,33,6,10
11,16,17,29,35,38,24,34
15,32,34,36,41,45,39,40
6,10,14,17,39,40,3,5
10,11,12,15,22,28,5,13
1,6,14,19,32,42,10,34
3,11,17,30,36,38,15,42
1,19,22,23,27,45,3,38
1,9,11,13,33,35,22,30
8,13,15,19,27,43,16,34
4,10,18,22,31,45,24,40
12,24,26,28,39,44,4,36
1,7,15,33,35,40,39,45
5,10,13,25,32,37,24,41
1,14,18,22,23,29,28,39
3,4,11,13,41,45,8,39
10,14,24,30,40,41,2,8
1,14,23,34,41,42,27,37
2,6,7,8,18,21,11,24
4,13,17,21,38,40,18,32
12,19,22,26,32,33,1,8
1,4,21,23,24,43,10,32
1,5,14,23,41,45,2,8
4,9,10,26,38,44,23,40
5,11,19,30,42,45,18,24
2,11,15,19,20,25,1,13
3,15,17,21,34,43,16,41
10,12,23,26,27,31,4,24
5,6,19,23,35,38,18,22
10,11,13,19,24,41,3,17
4,11,12,22,29,38,30,41
4,13,25,26,42,44,15,22
10,16,18,26,32,33,12,19
9,10,12,13,39,43,1,31
2,12,15,24,35,37,5,40
7,19,21,25,38,42,27,32
14,15,26,27,35,41,23,38
15,24,25,28,30,39,7,45
4,6,7,27,31,45,15,20
12,23,31,34,39,43,1,9
15,19,28,36,39,41,11,34
1,11,24,26,32,36,8,14
8,9,29,33,37,42,1,3
12,22,24,26,31,38,19,29
7,18,31,35,40,44,15,38
5,11,15,36,42,44,1,4
1,20,28,35,36,44,3,21
3,9,11,29,30,34,10,38
1,8,11,16,31,38,15,33
2,12,13,29,31,40,21,25
5,28,35,39,40,41,21,36
4,14,25,35,41,43,6,28
6,13,16,24,30,33,34,43
2,11,17,19,39,40,14,20
17,23,30,38,40,42,15,24
1,6,10,15,26,40,4,36
2,5,10,22,37,38,21,23
5,11,13,16,25,29,37,43
1,7,11,21,23,43,20,35
5,13,24,26,28,41,20,25
2,12,19,22,30,40,11,39
7,8,16,17,27,40,11,43
4,6,13,15,18,35,8,16
7,21,34,39,42,43,3,4
20,24,25,29,31,34,5,44
4,5,12,18,20,25,7,37
5,6,22,32,36,43,25,34
15,17,27,33,40,43,24,44
12,18,21,22,33,38,2,28
9,13,16,23,27,33,21,42
10,12,15,26,29,40,3,39
7,17,24,31,42,43,35,36
4,18,21,24,28,41,33,34
20,26,29,31,33,40,12,30
1,13,18,33,36,37,11,22
1,7,14,34,41,45,15,21
8,11,23,25,27,42,20,33
12,13,15,21,22,43,11,42
8,13,15,18,29,38,1,36
14,27,32,33,36,41,6,35
6,8,18,20,36,45,29,39
5,12,16,33,34,42,30,32
6,9,11,24,28,42,36,37
